,ID,Text,class
7198,21030, @ LambaAlka mam aap janadesh ka apman kar rhi hai hindustan ji janta thago ko achhi tarah se pahchanti hai ho sa … https // t . co / 6yf1H4sxbT,positive
7199,21031, @ pooja303singh @ Sootradhar Log Bhauji ko sirf holi mai yaad karte hai election mai vote na de kaar harwa dete hai . Bad very bad .,negative
7200,21032, @ TheCuckoldGuy @ SarwarMia2 No Problem yaar SEX mey Religion not important,negative
7201,21035, @ adnanrazakhan @ crisspyguy @ omgAjeebSi Nahi woh samjhtay houngay fail hokay ya chars kay chakar May deport hokay agaya hai ..,neutral
7202,21040, @ SanjayAzadSln Abe karam jale supreme court v unhe clean chit de diya tu to sale congress ka kath putli hai,negative
7203,21041, RT @_ Natkhat _ Anki _ My and only my 🐼 My teddy bear my panda my bundle of joy my tl's raunak my cutie cutie cutie pie I love everything abo …,positive
7204,21042, Eid mubarak 2019 / eid mubarak whatsapp status new / eid ul fitr wishes ... https // t . co / zuvbnTtdD1 via @ YouTube,positive
7205,21043, @ tommorris32 Sabse chutia jaisa @ SarfarazA _ 54 baitha h . Aisa lag rha h ki koi usse pakistan ka loan repay karne Bol rha h .,negative
7206,21049, @ theolanike People used to believe that this shi !!!! Makes foods sweeter 🤦‍♀️ thank God for blender let me see hw my food won ’ t taste nice 😂,positive
7207,21050, @ muglikar _ Samajhdari ki madam ne . Waise exit poll k bad hi kisi ne chhoda nhi hoga . Results k bad to waat lag gyi hogi .,neutral
7208,21051, @ imPakistaniLAD Ajkal ki scientific dunya mein bhi hamare andaze he khatam nahi hotay . abay get out of the past for once 😏,neutral
7209,21053, @ hamada _ najar @ tn50gen And there ’ s nothing OIC can do . It ’ s better the org dissolved as it has not served it ’ s purpose . Cannot bite at all .,neutral
7210,21061, @ Manjula _ Pooja Great job's Mashaallah se good going Sir modi ji zindabaad zindabaad,positive
7211,21069, @ aakashrathi82 @ Ssumi69 Bha ab koi brahman Nahi shudra nahi kshatriya nahi vaishy Nahi sirf or sirf hindu hai ek … https // t . co / 7I41qZur1P,positive
7212,21070, @ SyedMughees2 @ TalatHussain12 @ MaryamNSharif Fauj pr hath to dalo wo phir btaye gi apko ! Fauj ki to badmashi hai is … https // t co / tJqMjbTQaY,negative
7213,21072, @ ShayarImran @ pratapgarhi _ fc bhai salam aap ki himmat ko ..... me aap ka bahut bra fan hu allah aap ko hum baccho ki … https // t . co / n9V8yYECEV,positive
7214,21073, @ Mah _ noorMaqsood No he ’ s much worse . A very very bad batsman who can ’ t run doubles . Dekha hai uss ko Asia ke bahir ? He looks scared,negative
7215,21077, @ TimesNow @ RShivshankar Idiot dalal and bhdwa ... Bc election se pehle tum jaise chutiye is que ko uthaya hota to baat hoti ...,negative
7216,21083, @ myogiadityanath sir Bikebot taxi k cmd Sanjay bhati ko arrest kyon nhi karavrhe ho isne 10000crore Ka scam Kiya h … https // t . co / O1j4x2GJWz,negative
7217,21085, @ KhawajaMAsif Kisi khoti k bache 1 km se kam Area ki renovation k lie bhi 80lakh ... Tussi saray e chor ho,positive
7218,21086, Jitne interested Indian hain hamare match mei utne tou ham bhi nahi hain . Like seriously ? I don't even give a shit … https // t . co / zxlESJRtwD,neutral
7219,21096, @ kamaalrkhan Back in the days when you used to be a Doodhwala ..,neutral
7220,21100, @ Nutcutlal @ DubravkaOh ache se padhai kar new chapter of your life <3,neutral
7221,21102, @ KhalidK46049061 @ Xadeejournalist Hann bilkol Yeh bilawal ka paid hai likn hanare volunteers ka muqabla nhi kr sakte,neutral
7222,21103, Hey the mother of my future three little princess ( inshallah ) We all are missing u alot Please come back I can … https // t co / PeqcKyAdug,positive
7223,21107, Good Night Allah Hafiz Allah sb ko apny amaan mai rakhy Pakistan zindabaad ♥,positive
7224,21111, @ anjanaomkashyap Asli me Janta khaskar nai pidhi jyada jagrook aur samajhdar ho chuki haiachhe kharab bure ka an … https // t . co / C1hN8pTVmX,neutral
7225,21112, @ phata _ dhol __ my bad * cant be agree more we are way far safer within family marriages at least our parents / ancesto … https // t . co / NspHmVHczw,positive
7226,21113, Pm modi ji kahte h ki alpsankhyako ko sath lekar chalna h pichli sarkaro ne alpsankhyako ko vote lene ke liye istem … https // t . co / koH9Bvbt3B,negative
7227,21115, @ AWGoraya Koi media confirm nahi kar raha par khabar gardesh kar raha he Kash etni jaldi na marey esi tarah onko … https // t co / CNOxtCKc76,neutral
7228,21117, @ Paytm Kyc update ka lafda hatega ya google pay or phone pay hi chalaye . jabrdasti me apni khud ki halat lharab kar rahe ho .,negative
7229,21118, @ UsamaQureshy That's a Superb News 👏 Brilliant 👏👏👏👏 Appreciated 👏👏👏👏👏👏👏👏 Khuda kry Amal bhi ho 😊☺☺👏👏👏👏,positive
7230,21125, @ ShayarImran Wo beef bhi khaaeye to koi aitraaz nahi ... Ab ye khaane pe bhi jallad bane baitho ho ??? Sharm kro shar … https // t . co / Cd6wY1pEz8,negative
7231,21128, @ pallavityagi27 @ MaarwariBoy Aisa Kuch nhi hai log iPhone se android switch kar rahe hai me bhi jaldi krungi 😹😹😹,neutral
7232,21129, @ ExSecular Are inke sasural walo ne 70 saal me world class ke hospital banaye hai yahi ilaj karao na,neutral
7233,21137, @ AndelDadibo Hahaha di ko ka post ug sweet message nmo hahaha,neutral
7234,21139, @ LVerminous @ ShirishKunder No Bhakt will accept he is aBhakt even if he is an AndhBhakt . They fancy themselves as Nationalists .,neutral
7235,21141, @ ur _ n1ghtmare @ urbandictionary lagta hai office me electricity chli gyi hai iske 😭😂😂,positive
7236,21144, @ EDC _ LasVegas really be getting us with those 10$ deposit huh . Alright say no more fam !! EDC2020 we ’ re coming for you !😝,neutral
7237,21146, RT @ ECheshu The killings this morning at mile 90 Bamenda . As reported the military opens fire indiscriminately in their quest to elimina …,neutral
7238,21156, RT @ blackwidowxiii ur my h . o . e . [ heaven on earth ],positive
7239,21157, RT @ ArthurMNeryy I want all my friends to know that I love you pipol whatever happens mwa,positive
7240,21160, RT @_ Ayeshayy @ BlissfulBengali 1 Age 18 2 Height 5'6 3 Fav Song dil mein phool khil jay kuch is tarah the heart wants what it wants 4…,positive
7241,21162, RT @ i _____ anum APki Personality aur Avi ke hisab se APkoo kya hona chahiy Drop your name I'll tell u 😆😊 1 Doctor 2 Hafiz _ e _ Quran 3 M …,neutral
7242,21168, @ PrakashJavdekar Nautanki tum logo ne aur tumhari media ne 44 logo ko bhula diya jinke naam par vote manga desh tum … https // t co / qHnz9LLUin,neutral
7243,21169, @ zainabsikander @ RahulSinhaZee Hadd hai yaar . Hindus India main Jai Sree bhi nahi bol sakte . Musalmaan bahar aakar … https // t . co / 57TZtXY2lI,negative
7244,21178, @ DeepsUnique3434 @ sambitswaraj Sir aap bjp ke agle cm banege advance in congratulations sir ise bar aapne sbhi ka d … https // t co / i7t6oRRJ95,positive
7245,21180, @ BBCHindi Congress ka think tank Usko le duba Rahul ko galat salah di gayi BJP me achhe kamon ka virodh karna mahanga pada,neutral
7246,21182, @ narendramodi Congratulations of manniya Modi G won ki very very subhkamnaye love you Prim minister G,positive
7247,21188, @ RashkEHina10 yeh PTM k Big Boss tha Don tha unka yahi unka financer tha Thanks God Ya Allah tera Laakh Laakh shukar .,positive
7248,21190, @ Mahende67015515 @ myogiadityanath @ MamataOfficial BJP it cell toh chaat ti rehti hai Dange karane k liye baithi hai bc,negative
7249,21191, RT @ khanumarfa Link to the ‘ We The People ’ debate on NDTV on Modi ’ s inclusion pitch Sabka Sath Sabka Vikas Sabka Vishwas Will Modi-2 …,positive
7250,21192, @ DyolSingh @ Malkhan56167299 @ ShahidK12512 Nafrat h Gussa h or vishwas nhi h muslims pe @ ShahidK12512 ap ko bura la … https // tco / mhL06HuIkE,negative
7251,21193, @ aimanalmas @ AleemHaya My boondi broke It was all a mess Thank you for the tips ladies Our small little Soul SistersMCS group is awesome,positive
7252,21196, @ TheSamirAbbas Ab hamari raksha to bhagvan hi kar sakta hai q ki jahan ka system & sarkar hi aaropiyon ko bacha rah … https // t . co / bR4OQR08fG,neutral
7253,21197, Reminder 3 Ab election khatam ho gaya At least ab to mera passport mujhe bhej do 🙏 @ SushmaSwaraj @ narendramodi … https // t . co / AbebpTOGCe,neutral
7254,21198, @ kartik _ vij1 @ MznBoy @ Gaurav65869760 @ tv9gujarati @ BeingDeoria desh ke bare me mat sochna,positive
7255,21208, And I don't mind if you hate me ' Cause baby if I were you I would probably hate me too 🎶,neutral
7256,21209, @ being _ yogesh93 M tko cartoon lgti hun bc 😑,negative
7257,21216, @ chandan644 @ sardanarohit Are beta apne baap se puch ki aise kese hua tum chutiye ho hum nahi hame pata hai jeet ke … https // t . co / aG914Jmir8,negative
7258,21218, RT @ UmerIsLazy Itna paisa Pakistan ke qoumi khazany me bhi ni hoga jitna paisa meri is post pr Eidi me maanga ja rha h 😓 https // t . co / isF …,negative
7259,21219, @ tragicking _ @ msisodia @ free _ thinker Ko bhul gya tu ? Samosia jaisa handsome nhi hai ye ... But taklu to hai ...,negative
7260,21225, @ udaypratapmp maanniy sansad ki sohagpur ki janta ki zaroorato ko dekhte hua apse jo maang ki gayi thi ki sohagpur … https // t . co / pAgSGAZmr7,positive
7261,21227, Yeh YAAD bhi bari gandi cheez hai ... Kabhi kesi cheez ko puri zindagi bulanai ki kosish kro wo bhoolti nahi Or Ka … https // t . co / gaAwGtH3L7,neutral
7262,21228, @ Tejasvi _ Surya Dear sir you are entered in cabinet modiji we wish best of luck,neutral
7263,21229, @ actor _ Nikhil wish u happy birthday 🎂 nikhil annnaya https // t . co / RYqRfJTdbC,positive
7264,21230, RT @ zarafsha46 Dosti mausam nahi jo apni muddat poori kre or rukhsat ho jae Dosti sawan nahi toot k barse or tham jae Dosti aag nahi sul …,neutral
7265,21234, @ ANI CHUNAAV PARINAMO NE DIKHA DIYA KI CHIT FUND GHOTALE K RAFEL K CHOR MAHAGATHBANDHAN WAALO KO CHOD K KOI nan … https // t co / re42oL8F9z,negative
7266,21240, RT @ SonyTV Sameer banne chala hero ! Dekhiye # YehUnDinonKiBaatHai aaj raat 10 baje # SamainaInMumbai @ ashisinghh @ irandeeprai https // tco …,neutral
7267,21241, Lag ja galy k phr ye haseen event ho na ho K shyd phr is janam worldcup ho na ho # CricketWorldCup19 https // t co / yGzndbguaO,negative
7268,21251, @ iamamirofficial Bandey k bachu ki tara wickets le yar kia kar re hu bc NAMAK HARAM AFGHANIY7 SE B HARWA DEYA,negative
7269,21253, RT @ RandeepHooda Dear Sir @ narendramodi ji .. A great step .. also want to draw attention about uniformed staff in forest dept . India has high …,positive
7270,21256, @ pokershash @ akashbanerjee Modi samarthak hai bhai => chowkidaar aur tum chowkidaar pe hi chori ka aarop laga rahe ho … https // t . co / HQZP3358ek,negative
7271,21263, @ AakankshaCharu @ ppbajpai @ ashutosh83B Well said Aakansha ye purana bargadh sirf aur sirf negative hi bolta h .,neutral
7272,21266, @ shoaib100mph Wait for sometime save your emotions till June 16 # mauka-mauka is on the way ! 😂😭😉😅,neutral
7273,21270, Happy Birthday @ AshVerma111 Sir 🎉🎊 May this day bring you all the things that make you Smile 😊 Sir return Gift 🎁 mei … https // t co / 5jNmhjihLH,positive
7274,21274, So honest opinion Liverpool should win . I hope they win . I think Spurs would have been better bringing Kane off th … https // t . co / CoW2MOaPNX,positive
7275,21278, @ billy _ ope My meme partner ! Happy birthday O G Age with Grace !! Here is a gift for your birthday !! 👇 https // t co / X8lUvzAmCu,positive
7276,21289, @ MajorPoonia @ kanhaiyakumar @ Shehla _ Rashid @ jigneshmevani80 @ RahulGandhi @ Mayawati Abhi ye kutte logo ka muhu band kyun ?,negative
7277,21292, @ rssurjewala Kabhi Pappu kabhi Pappu ki ma juka juka suje mu Wala ki gardhan bhi suj gaye ..... log ko tao pehal … https // t . co / gDBOpF5g0Y,neutral
7278,21297, @ NirmalaTiwari13 @ ndtv Ha isliye pappu jita wayanad se piddi 😂😂😂 Bohot literacy he udhar Kerala mein ISIS se qual … https // t . co / yDoXTRso7P,negative
7279,21298, @ UmarFar494 @ BzYhdMZ7yDJ2GiI @__ Sadia @ MaryamNSharif Aqal na ho to moja i moja or patwri hazrat ka aqal or soch se door tak koi wasta nahi .,positive
7280,21299, @ aajtak @ sardanarohit Mandir agar nhi bani to bjp ko hinduo 300 par se sidha 000per aajayenge agle chunav me,negative
7281,21300, RT @ ItsAlia ___ x I first saw her as Kumud in Saraswatichandra I liked her that time also but Bepannaah made me fall in love with her 💕 @ jen …,positive
7282,21305, @ MaryamNSharif Is ko kehtay hain apni khaal bachana Qabal is ke ye visible ho ye invisible banna chahta hay Ye pr … https // t co / ghwxLKHyug,neutral
7283,21307, SIR AJAYDEVGN'KI TAKSHAK MOVIE KA YEH SONG MUJHE EK ALAG HI DUNIYA MAIN WHAT A SONG # KHAMOSHRAAT ❤️❤️❤️ @ ajaydevgn https // t . co / ZzRF51pxjf,positive
7284,21311, @ ashutosh83B @ BJP4India @ narendramodi @ naqvimukhtar @ ShahnawazBJP @ shahid _ siddiqui @ INCIndia @ SudhirBhardwaj … https // t co / ZoElIibt4t,neutral
7285,21313, @ jitupatwari Tumhari yahi samasya h pahle bhi nahi sudhre abhi bhi wahi harkat .... are desh ke logo ne vote diyaa h … https // t . co / vRfZc92Juw,negative
7286,21318, @ rishicoup @ abbycorfan @ amadigital @ McrMuseum The ' shabash ' totally got me - true Punjabi style my mum will like that 😂❤️ thank you Rishi x,neutral
7287,21320, Warm up match to theek thaak chal ra hai # AFGvPAK,neutral
7288,21324, @ BeingSalmanKhan salman sir ji m Deepak kapoor rohtak sir ji maine ek film ki kahani likhi hai jo aapko bhot pasand … https // t . co / staJS2kpQo,neutral
7289,21327, RT @ c1draa Nai naw aese goals ni hony chahie wrna bnda sari umar inhi chezun ko pany me lga rehta or enjoy ni kr pata 😶🙄 https // t co / tq …,positive
7290,21329, RT @ Che _ SinebyCos Aur ye kutta 5 rupaye ka Chihuahua hai Saali breed hi madarjaat hai,negative
7291,21337, @ Tejasvi _ Surya Congratulations Sabka Saath + Sabka Vikas + Sabka Visvash ( Trust )= Victorious Bharat ( India ) https // t . co / yda4RqEOXE,positive
7292,21354, @ RubikaLiyaquat Rubika you r the best aur yahi hai aaj ka master stroke 😂😂,neutral
7293,21355, Don't marry your best friend Qki tum dono ne ek dusre ko bigada h Or fr dono mill kr apne baccho ko b bigad doge,neutral
7294,21357, Shaadiyon mein chaat toh bahut khaaya hoga par kabhi Dahi Gujiya Chaat khaaya hai ? Dekhiye @ mchefajaychopra ko ban … https // t co / 2UYJshU9vN,neutral
7295,21358, Day 201 - @ iamsrk sirjee thanks for your tweet on 143rd day ... Raju is very hopeful that he will meet you for sure ....# RajuMeetsShahrukh,positive
7296,21359, @ MaryamNSharif Tw kch ziyada apny randi pan pr nh utar ai h bhnchod tw tera baap teri puri nasal Pakistan ka maal k … https // t . co / HOLzcaxkKh,negative
7297,21362, This is a wonderful idea in making this World a better place to live It ’ s time to take the Proud Bharatiya Shapath … https // t co / hqqINt6AX7,positive
7298,21366, @ DeepakY80389427 @ JaiShreeRam90 Anpad ganwar ho Kya Google pe you tube pe sari ayashiyo ki Gandhi ki kahaniys hai j … https // t . co / OvQGVjA0lR,negative
7299,21367, who is your fav marvel character to draw ! — sam !! i love him so much he's really relaxing to draw for me which is … https // t . co / iTK3VPBicH,positive
7300,21369, @ narendramodi Congratulations to achieve a great victory ......... hamari puri team ki taraf se aapko dher saari subhkamnaye ....,positive
7301,21370, @ AkhileshPSingh @ BJP4India @ RSSorg Jo angrejo ki bibio ke kapde dhoye use chutiye log deshbhakt nehru bolte hain ky … https // t . co / yxvtbb7d3s,negative
7302,21372, khuda ke chune hue log hi dusre ka dard chunte hin .... ye har kisi ke bas ki bat nhi ... https // t . co / RtaxGJt1BC,neutral
7303,21377, RT @ Ompraka73432358 # NoTobaccoDay Sant Rampal Ji Maharaj is acquainted with Mangal Knowledge and millions of families are living free of …,neutral
7304,21378, @ RanaAyyub Ye Public hai Sab jaanti hai . You people worked so hard to frame him ran you agenda for more than 15 y … https // t . co / HbaiZHHk38,neutral
7305,21379, @ dimpy _ dewan @ mlkhattar @ Rao _ InderjitS @ RaoNarbir @ narendramodi @ BJP4India @ PMOIndia @ AmitShah @ rajnathsingh … https // t co / ZhROQW7b4L,neutral
7306,21383, @ TheRealPCB Training big joke haris or imam jab tak team main hain kush nahi ho salta,negative
7307,21386, @ cjwerleman Kuch nahi hosakta they r never gonna change they just want to Grow hindutva n nothing else meat khaye t … https // t . co / fjYy3Ux5wJ,negative
7308,21387, Voice Of America ko Khifat ko Samna Twitter pe 86% (5199) Awam ne Mohsin Dawer k Foj k Waziristan se Inkhila k Matalba ko Mustarad kr dia,neutral
7309,21390, Chand Tare Tod Full Video Song | Yes Boss | Shahrukh Khan Juhi Chawla |... https // t . co / Q3AsQmtK9j via @ YouTube,neutral
7310,21392, @ dna Sudhir Kumar Chaudhary ji main aap ke Madhyam se Modi ji ko kahana chahta Hoon Ki kisano ko to Unka Apna Samma … https // t . co / Kju9B2sQFW,neutral
7311,21393, @ Shahidmasooddr Walekum salam have a nice day Allah Taman muskil asan farmae hamesha apko sabit qadam rakhea,positive
7312,21399, @ Kye _ Nasher @ HartleyFC Congrats @ Kye _ Nasher very well deserved aswell .,positive
7313,21403, @ Siitae We can face life together and we can spend my money on the both of us but it ’ s still MY money,positive
7314,21405, @ AnupamPKher @ ShefVaidya Jai Hind ... BHARAT Mahan hai .. Special thanks to @ narendramodi _ in @ NamoINDIAPM … https // t . co / trNLpfDG5r,positive
7315,21410, Saori Kimura Sexy Pics All Japan Team and Toray-arrows . High-quality sexy 50pics . https // t . co / gVOdGbwsye,neutral
7316,21411, @ ashokepandit @ thewire _ in abe ooo ... itna hi desh prem tha to accidental prime minister pakistan me kyu release kar … https // t . co / SZFThFShfC,negative
7317,21412, @ adeel _ azhar India ki sahi party chal rahi he ... Kya ye khula tazad nahi ... Matlab India ko pura Moqa he k ssri tea … https // t . co / xgq3ohMr5Q,positive
7318,21418, RAGINI JI . OPPOSITION KO MEDIA KO BYCOTT KARNA HI HOGA . BJP KI JEET SIRF OR SIRF KUCH MEDIA KE PACHAR KE WAJSE HOY … https // t . co / X0X32569ie,neutral
7319,21419, MNA Mohsin Dawar taken into custody from North Waziristan Hurray ! Best news of the day - Eid ka thufa Mohsin Dawar … https // t co / E3BsfCDqBF,positive
7320,21424, @ BJP4India @ narendramodi Modi ji great h or janta ke liye apne kiye waade pr kayam h . or janta ne jo Modi Sarkar … https // t . co / IdhH1gVJyS,positive
7321,21433, Mewakili Pihak PPDK Lubok China menerima Sumbangan Daripada En Abd Halim Isa Pengurus Ladang Farm's Best Food Indu … https // t co / L4EwwbLHy5,neutral
7322,21435, @ AnwarWatto0 @ AyushPratapVer1 @ asadkhan471 @ TheRealPCB Jhant ki chud koi ek chiz bta jisme tera desh ka rank top pe … https // t . co / sg8kdnOF7o,negative
7323,21436, @ ANI dilli police ab Chikara ke under hai ulte sidhe kaam mat karna warna ab police teetar bana degi .. https // t . co / l03E7RJCl8,neutral
7324,21441, @ Hanne _ o _ Saurus I get the intended joke it ’ s just not funny . Not my sense of humour anyway those crazy kids 😂,neutral
7325,21443, @ iamdevrana @ DipuGudha @ manojsharma1579 @ Cst1963 @_ garrywalia Tum jaise logi ki vjah se hi to desh gulam tha,negative
7326,21448, @ Natz _ Slays tu to rcb ke grp se he 🤧 ab purani ho chuki 😌🤣 Sone de ab 🤧😼,neutral
7327,21451, @ MaryamNSharif Aurr Allah ka yahi azab tu uss pay nazal hua hai .. Marty howy apni biwi ko ni daikh saka bety uss k … https // t . co / 1wr4LIkJJH,neutral
7328,21452, @ kirsmu Hiiiii sweetheart 💕🙏🏽 Sooooo I have some very very 👀 interesting energy popping up for you right now lol so … https // t . co / Z6g6MA5W2p,positive
7329,21454, Nahi Sir Ji Sadhwi Pragya kisike tukro pe chal ke chunao nahi jeeti hain Jan Aadesh ka samman hain SADHWI PRAGYA … https // t . co / 53W0tWYEwZ,neutral
7330,21456, @ bluntJaat @ babarazam258 Itna aacha khela ki 4s and 6s hi nahi hai 🤣🤣🤣,positive
7331,21461, RT @ BHRIGUVANSHAJ @ 2B7MNb8jnh3f9Ak Vikas to koi bhi party 5 sal me karke bharat ko US nahi bana sakti 70 sal mena illiteracy poverty unemp …,positive
7332,21479, @ rajeevmish @ rajkumarcricket @ praveenkumar @ Inkhabar Rajeev mishra bda bol rha tha ki ind vs pak match band kro ab dekhte hai ky krta hai tu,negative
7333,21481, @ mubashire _ ali @ mushtaqminhas Es tarah se Hindu aur Musalman me koi difference nhi hai kyonki dono hi Allah and his … https // t co / H3FBrk5dJD,neutral
7334,21482, HAAAPPPPYYY SWEET 16th 😝🥳 it was vv fun w you today !!! Enjoy your daayy naa pakay utang chika ha wa ta ka chika rn … https // tco / e5EaKK9MIj,positive
7335,21488, Yeh woh loog hain jinko nawazmafia ki corruption nazar nahi ayi thi inkaay leya gaya qarza nazar nahi ata tha https // t . co / ncCZKWcHql,negative
7336,21503, @ villageboy _ ind @ abhisar _ sharma Hum tumhari tarah sadko par nikal kar chillate nahin pagalo ki tarah . Tum saale chh … https // t . co / 5RPnt8ApHA,negative
7337,21509, @ AnupamPKher Jiyada gyaan mat bato please AK @ GautamGambhir is great going,positive
7338,21515, Corporate slave banne se toh achha hi hai k wo Monk ban gayi Log bekaar hi बावले ho rahe hain K force kar diya ba … https // t co / 1lrKhxhqCs,neutral
7339,21522, RT @ drama _ QueenH Ajj kal mujy lagta mery noti band huy han phr khud ko yaqeen dilana parta koi interact e nai karda paya 😪😂😂😂😂😂😭,neutral
7340,21527, @ NayakRagini Good Very very Good Mam ye chatu Anchors chatu Media 5 saal ye sirf or sirf Hindu Muslims ki Gandi … https // t co / JSwk4qYDjM,negative
7341,21529, @ RubikaLiyaquat Pagla gaya hai yeh Baba ... Maa-Baap ki jagah 3rd Bachche ko gunehgar batata hai aur ab yeh ... Modi … https // t . co / OlF77Vx8cS,negative
7342,21532, RT @ saddamhussain _ g Ye ha # PTM ki haqeet & Jo log in k huq me bool rahe han wo Pakistan k dushman han . # WeStandWithPakArmy # PTMkoBANNkaro …,negative
7343,21538, @ RaiWaheedkharl1 @ SHABAZGIL Saray noon league kutay bhgori kay media house ki paidawar jinka najaiz bap modi hrami hai,negative
7344,21543, @ IndiaToday Teri kimat dokodi ki ho gayi ... amit shah will capture telegana soon ... kcr will resign ...,negative
7345,21544, @ Hoorain97 sorry miss i don't no agr kohi tl mention ho saki tu pta chal jya ga otherwise i don't remember,neutral
7346,21547, @ narendramodi Modi ji aapko hardik subhkamnaye aapki jeet per Per ab aapke samne bohot badi chunoti hai Desh ko a … https // t co / 5llQC3OuFM,positive
7347,21548, Can you recommend anyone for this # Cosmetology job in # Belton MO ? Click the link in our bio to see it and more . Hair Stylist at Ulta Beauty,neutral
7348,21549, @ RubikaLiyaquat Kaha Gaya sabka sath sabka viswas sabka Vikas 18 % muslim hai or mantri 1 Wah Wah sabhas Desh Badal r … https // t . co / dhJoKwse8G,negative
7349,21552, @ RindBushra 1/3 Agar Taleem or Sehat pe tawaja nhi du gai tou Baluchistan hakumat ke khilaaf Social media pe bharp … https // t . co / jXV3XTCbWD,neutral
7350,21553, RT @ Ajay33604622 @ TimesNow @ sherryontopp Abe zate chutiye haramkhor @ sherryontopp jara to sharm kar ... Aur 1 maa-Baap ki aulaad he to apan …,neutral
7351,21556, RT @ paddypower CONGRATULATIONS to Arsenal Football Club on an absolutely huge night in the club's history . https // t . co / lvYm3SkSIX,positive
7352,21558, @ BeingPrashant96 Bhansali wala kaam nahi aaega bro ab p Gully boy simmba,neutral
7353,21559, Dear @ SachinPilot @ priyankagandhi sir i want to suggest you a good and better future strategy for congress in a me … https // t co / 9HqiHcPzKX,positive
7354,21560, @ jitupatwari @ DushyantKumarG9 Usha maha purush se jis ke surname ko uske khud ke bacho ne nahi apnya uski karrotot … https // t co / xXQxXRicvi,negative
7355,21563, @ iiscoDisco Jhoot nahi bol raha yay apni mahnat say PM bana hai or jab ap khud kisi Cheez ko experience kartay ho t … https // t . co / hkLSUc9hCx,positive
7356,21565, @ AnkushMourya11 @ atifgujjar302 @ GAUAHAR _ KHAN Fat gyi hoti to kalbushan ko bhi chor deta 😂😂😂😂 dil behlane k liye khayal acha hai ghalib,negative
7357,21566, RT @ jjanggboomm MY BABYYY LOOKKS SO HANDSOME UHH I COULDN'T EXPRESS THIS EXCITEMENT BY WORDS https // t . co / d6QXyhhgyK,positive
7358,21572, @ maitri _ xx @ BeingSalmanKhan Mai dil se duaa karta Hu aap aane Wali Bharat movie super hit ho,positive
7359,21573, RT @ iamamirofficial Badshah | Zaheer Abbas Khan | Cricket World Cup 2019 Song Pakistan https // t co / HaMoKpvGgf via @ YouTube,neutral
7360,21579, @ mani _ 410 @ Iamben27 SA sabhi WC me semi final toh khelti but iss baar toh vo bhi nahi hoga . BB11 ke time kisko predict kiya tha ? Hina ?,neutral
7361,21588, @ VANNILATAE @ confusedarmy _ @ kavyatrivedi9 BC YEH SAFEDI 24-27 PE CHILLA RAHE HAIN saala yeh temp . Is like jannat for us .....,neutral
7362,21593, @ Atheist _ Krishna @ narendramodi Uska toh ceremony iss janam me nahi aayega Koi faida nahi hai Aabhi se jogiji ke p … https // t co / MafNvk5uyc,neutral
7363,21595, Best of luck sir lots of love jai hind vande matram Bharat mata ki jai 👍🙏🙏🙏 https // t co / bjBRtbZ9ff,positive
7364,21596, RT @ jackshite4 @ Doc _ 07 _ is maa ke love day k mazaar banegi kutte mutenge,negative
7365,21602, @ Darwish456 @ Sonia _ khani @ PtmBasir @ Maiwand _ Afghan1 @ AfridiMehreen @ MazloomAfridi3 @ TanhaHashmi1 Tum per lanat ye to Asli pukhtoon hien .,negative
7366,21608, @ CarryMinati @ YouTubeIndia It came on trending no2 . Lekin saale madarchodo ne fir hatadi .,negative
7367,21610, @ BearGrylls @ narendramodi @ ImranKhanPTI Sir do Visit my place in India I Bet Even You Can't Survive My Mess Food 😉,negative
7368,21611, @ MonaAlamm Mona mam India ke koi bhi Opposition ke log Abhi live TV debate nahi kr rahe hai Hindustan ki media Bika … https // t . co / EaC7VdyFV1,neutral
7369,21618, Scam Iblees k vlogs ko tau kutton ki tarah dekha hoga ? Kuch socha hai k ab chullu bhar pani main doobna hai ? https // t . co / lpj3Il3Iru,negative
7370,21623, @ SalmanKhanCity @ HiraRabari88 Ye saal bhai ka hi rahega Bharat 400cr par Dabangg 3 300cr par Please follow karo mujhe bhai,neutral
7371,21625, @ TarekFatah O Kanjar ki olaad tere pas or koi kaam nh nai wqhn beth k yahn ki bten krta hai koi kurta pehnay p … https // t . co / QNby55n4Xw,negative
7372,21629, RT @ Himansh _ hoty Kha se ati h itni pavitr ldkiya jine bc nahi pta 🤣🤣🤣 @ Mr _ villen @ oolikhnewali @ Rashi02920233 https // t co / oIX6ca3WHI,negative
7373,21631, @ BJP4India Pados me bangali bhaioo ne patake phode modi ki jeet Ye hai bharat 😎 # modi @ narendramodi … https // t co / 0PEtDlfLhD,positive
7374,21634, @ Bharosha _ ce This is also my city . You are welcome in this cool city .,positive
7375,21638, RT @ tehreemmmh “ Aap feminist ho sakti ho tou ham kya racist nahi ho saktey ” - my genius relatives yesterday when I told them that their j …,neutral
7376,21639, @ narendramodi sir me vote apko diya hu mera ek demand ki ye private company jo btech wale ko 11k / 12k me kaam krwat … https // t . co / ROOZHDU8Tv,neutral
7377,21640, @ Siddhartha _ Giri @ chitraaum Jaise bjp ke leader bhadkau bayan nahi dete ? Bat bat pe Pakistan bhejte hai giriraj Si … https // t . co / e7yupY14Dr,negative
7378,21646, @ ReallySwara Good effort nice color aise hi ache kaam me mn lgana chahie,neutral
